n;CORIS_Year;Text_genre;Text_genre_specific;Type;Cxn;Lemma_Base;Orthography;Syllables;SyllLength;MorphCat;Pos;Function;SemClass;ScalePoint_Base;Approximation_Output;Approximation_Output2;Occurrence
mezzo_23;CORIS1980_2000;STAMPA;STAMPAQuotidiani;mezzo aperto ;mezzo;aperto;debonded;a-per-to;3;conv_Vpart;participle_adj;attributive/appositive;material;mimimum_standard;Attenuation;Attenuation;                               nei villaggi aggrappati attorno . Gli ospiti di Monte Verità  scendono vestiti come apostoli , barbe lunghe , tonache < mezze aperte > . Contadini e pescatori vanno a spiare le belle straniere distese senza veli . Nascono leggende : di balli , di orge . E nel                         
mezzo_62;MONITOR2014_16;NARRAT;NARRAT;mezzo aperto ;mezzo;aperto;debonded;a-per-to;3;conv_Vpart;participle_adj;predicative;material;mimimum_standard;Attenuation;Attenuation;                             davanti_alla famosa libreria che aveva nascosto Anne Frank , la sua famiglia e altre quattro persone . La libreria era < mezzo aperta > e dietro si vedeva una rampa di scale pià¹ ripida delle precedenti , e cosà¬ stretta che ci si poteva salire solo uno per                              
mezzo_76;MONITOR2014_16;NARRAT;NARRAT;mezzo aperto ;mezzo;aperto;debonded;a-per-to;3;conv_Vpart;participle_adj;attributive/appositive;material;mimimum_standard;Attenuation;Attenuation;                         risponde Annamaria , à‚Â– avrei voluto parlartene con calma . La donna si alza . Scompare in soggiorno . Torna con una busta < mezza aperta > . La lettera della vicepreside in cui si convocano Â« i genitori di Michele Salvemini Â» . Non_appena finisce di leggere la                            
mezzo_80;MONITOR2008_10;NARRAT;NARRAT;mezzo aperto ;mezzo;aperto;debonded;a-per-to;3;conv_Vpart;participle_adj;attributive/appositive;material;mimimum_standard;Attenuation;Attenuation;                     questo ... un ' altra cosa . E aspetta , dai ! Â» Del Re le prese le mani e gliele tenne ferme , allontanandole dalla patta già  < mezza aperta > . La ragazza sospirà² e si sedette sui talloni , chinando la testa su una spalla per guardarlo , diffidente . Â« Ti ricordi il                         
mezzo_144;MONITOR2005_07;NARRAT;NARRAT;mezzo aperto ;mezzo;aperto;debonded;a-per-to;3;conv_Vpart;participle_adj;predicative;material;mimimum_standard;Attenuation;Attenuation;                                   via per nascondersi . Lui tenne la lanterna alzata davanti_a sà© ed entrà² . La stanza era in parte carbonizzata , < mezza aperta > verso il cielo . Le scale erano distrutte in prossimità  del pianerottolo e le travi del tetto vi erano cadute sopra . Il                             
mezzo_181;CORIS1980_2000;STAMPA;STAMPAQuotidiani;mezzo aperto ;mezzo;aperto;debonded;a-per-to;3;conv_Vpart;participle_adj;attributive/appositive;material;mimimum_standard;Attenuation;Attenuation;       la bandiera col cavallino - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Non parlano pià¹ . Sono rimasti con le bocche < mezze aperte > e le gambe incrociate , come bambini stupiti . Il gelo schizza sui Fori Imperiali , le bandiere improvvisamente mosce , i                            
mezzo_184;CORIS1980_2000;NARRAT;NARRATTrRomanzi;mezzo aperto ;mezzo;aperto;debonded;a-per-to;3;conv_Vpart;participle_adj;attributive/appositive;material;mimimum_standard;Attenuation;Attenuation;                               posate sul dritto di poppa , restà² di vedetta finchà© Andy non fu scomparso alla vista , poi si infilà² nel boccaporto < mezzo aperto > , scese nel castello di prua e andà² a distendersi sulla sua cuccetta . Il mattino seguente , domenica , il porto era                                 
mezzo_206;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo aperto ;mezzo;aperto;debonded;a-per-to;3;conv_Vpart;participle_adj;attributive/appositive;material;mimimum_standard;Attenuation;Attenuation;"                     . "" Sedette al tavolone , su una cassa di armi , e scelse un sigaro . Nel posare la scatola e i fiammiferi vide , nel cassetto < mezzo aperto > , il calcio di una rivoltella . La sollevà² con cautela e la rigirà² fra le mani : "" Una P38 con il proiettile in canna e senza la                     "
mezzo_233;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo aperto ;mezzo;aperto;debonded;a-per-to;3;conv_Vpart;participle_adj;attributive/appositive;material;mimimum_standard;Attenuation;Attenuation;                             . Le crepes erano invitanti e bollenti . Simone le attaccà² con circospezione : - Che te ne pare ? - disse con la bocca < mezza aperta > . - àˆ veramente un ' idea geniale - rispose Claudia . Si accorse di aver usato un tono un po ' sarcastico , ma Simone non fece                       
mezzo_236;CORIS1980_2000;NARRAT;NARRATTrRomanzi;mezzo aperto ;mezzo;aperto;debonded;a-per-to;3;conv_Vpart;participle_adj;attributive/appositive;material;mimimum_standard;Attenuation;Attenuation;"                          poichà© Miranda gridà² d ' improvviso dalla stanza accanto "" Che diavolo stai borbottando ? "" Si girà² e attraverso la porta < mezzo aperta > la vide troneggiare tra una cascata di cuscini di raso rosa sul letto circolare che le aveva comprato , mentre la                                    "
mezzo_264;MONITOR2014_16;NARRAT;NARRAT;mezzo aperto ;mezzo;aperto;debonded;a-per-to;3;conv_Vpart;participle_adj;attributive/appositive;material;mimimum_standard;Attenuation;Attenuation;                          destra ricucita all ' altezza del ginocchio . Retto da due stampelle . La faccia grande e tozza . Occhi umidi . Le labbra < mezze aperte > di chi sta per bestemmiare , o urlarti contro . à‚Â– Orazio Basile , à‚Â– si limità² invece a presentarsi . Michele lo fece                               
semi_301;MONITOR2014_16;NARRAT;NARRAT;semiaperto ;semi;aperto;bonded;a-per-to;3;conv_Vpart;participle_adj;predicative_subj;material;mimimum_standard;Attenuation;Attenuation;                           altri . I begli occhi argentei di Papà  incominciavano già  ad arrugginire , e le labbra di cartone di Mamma erano rimaste < semiaperte > , come_se fosse stata interrotta mentre russava . I soccorritori tirarono fuori Liesel , spazzolandole via i                                         
semi_18;CORIS1980_2000;PRACC;PRACCRiviste;semiarido ;semi;arido;bonded;a-ri-do;3;simple;adjective;attributive/appositive;material;maximum_standard;Proximative;Proximative;                                 di sviluppo sostenibile che si incontrino nel bacino del Mediterraneo , dove una congiura di disboscamenti , clima < semiarido > e un interminabile succedersi di guerre e popoli diversi hanno innescato fin_dai tempi preistorici , su questo                                       
mezzo_267;MONITOR2017_20;NARRAT;NARRAT;mezzo arrugginito ;mezzo;arrugginito;debonded;ar-rug-gi-ni-to;5;conv_Vpart;participle_adj;attributive/appositive;material;mimimum_standard;Attenuation;Attenuation_Extension;                         dei tanti momenti insignificanti che il mondo archivia da qualche parte , fra le cose forse di poco conto , come un chiodo < mezzo arrugginito > che conserviamo nella cassetta degli attrezzi perchà© prima o poi potrebbe tornarci utile . Ho speso l ' intera                                       
semi_48;CORIS1980_2000;STAMPA;STAMPAQuotidiani;semiartificiale ;semi;artificiale;bonded;ar-ti-fi-cia-le;5;suff_N;adjective;attributive/appositive;material;non-scalar;KinCategorization;KinCategorization;"                            ultima sezione del convegno di Milano sui biomateriali à¨ stata dedicato ai risvolti legislativi e bioetici . "" La pelle < semiartificiale > , ad esempio , non à¨ un semplice tessuto umano , e dunque per essa non vale la legge sulla donazione di sangue "" spiega                              "
mezzo_265;CORIS1980_2000;STAMPA;STAMPAQuotidiani;mezzo assiderare ;mezzo;assiderato;debonded;as-si-de-ra-to;5;conv_Vpart;participle_adj;attributive/appositive;body;maximum_standard;Mitigation/Downtoner;Mitigation/Downtoner;                       uno fra i carri pià¹ attesi della 126 a sfilata sui viali a mare . Spazzolato dal vento polare e con le centinaia di comparse < mezze assiderate > dal freddo , il corteo ha richiamato 80 mila persone che hanno ingolfato la Versilia per il debutto ( 150 milioni l '                                
semi_300;MONITOR2017_20;PRACC;PRACC;semi - autobiografico ;semi;autobiografico;hyphened;au-to-bio-gra-fi-co;6;suff_N;adjective;attributive/appositive;social;non-scalar;KinCategorization;KinCategorization;                             vulnerabilità  e dell ' interdipendenza . Come Iza . A Londra in quello stesso anno 1963 usciva anche l ' unico romanzo < semi - autobiografico > della poetessa statunitense Sylvia Plath , La campana di vetro , che di là¬ a poco sarebbe divenuto un ' icona del                                    
semi_13;CORIS1980_2000;PRGAMM;PRGAMMDocumenti;semiautomatico ;semi;automatico;bonded;au-to-ma-ti-co;5;simple;adjective;attributive/appositive;behaviour;non-scalar;Attenuation;Attenuation_Extension;                                        serigrafica tampografica . Addetti a lavori di resinatura con metodi manuali e o con macchine impregnatrici < semiautomatiche > . I 3 - Addetto a lavori di preparazione . PLASTICA Addetti alla macinatura . Addetti al carico tramogge . Addetti al                                
semi_59;CORIS1980_2000;STAMPA;STAMPAQuotidiani;semiautomatica ;semi;automatico;bonded;au-to-ma-ti-co;5;simple;adjective;nominal;behaviour;non-scalar;KinCategorization;KinCategorization;                         à¨ già  una pistola dello stesso calibro : un ' arma regolarmente denunciata , sequestrata a un parente dell ' accusato . La < semiautomatica > verrà  sottoposta a una serie di accertamenti ma si tratta pià¹ che altro di routine . Ieri pomeriggio a Ferentino , i                                 
semi_108;MONITOR2005_07;EPHEM;EPHEM;semiautomatico ;semi;automatico;bonded;au-to-ma-ti-co;5;simple;adjective;attributive/appositive;behaviour;non-scalar;KinCategorization;KinCategorization;"                                valere , una promozione sul campo che promette la possibilità  di scalare i vertici del clan ; pistole automatiche e < semiautomatiche > che imparano a usare nelle discariche di spazzatura della provincia o nelle caverne della Napoli sotterranea . Quando                                "
semi_142;MONITOR2014_16;EPHEM;EPHEM;semiautomatico ;semi;automatico;bonded;au-to-ma-ti-co;5;simple;adjective;attributive/appositive;behaviour;non-scalar;KinCategorization;KinCategorization;                                dei blog o grandi come i social network si attrezzeranno per eliminare tutto cià² che puà² essere controverso in modo < semiautomatico > . La rete si impoverisce ogni_volta_che viene attraversata da decisioni emotive , unilaterali , poco meditate . E                                    
semi_186;CORIS1980_2000;PRGAMM;PRGAMMDocumenti;semiautomatico ;semi;automatico;bonded;au-to-ma-ti-co;5;simple;adjective;attributive/appositive;behaviour;non-scalar;KinCategorization;KinCategorization;"                         parabellum mod. 92 S , con matricola totalmente punzonata , con caricatore completo di n . 15 pallottole ; 3 ) una pistola < semiautomatica > cal . 7,65 32 Erma Werke mod. KGP 68 , con caricatore sprovvisto di cartucce e silenziatore di probabile fattura                                     "
semi_205;MONITOR2008_10;STAMPA;STAMPA;semi - autonomo ;semi;autonomo;hyphened;au-to-no-mo;4;simple;adjective;attributive/appositive;social;non-scalar;Attenuation;Attenuation_Extension;                                     e gli oleodotti lo portano a nord . In ballo non c ' à¨ solo la questione dell ' indipendenza della regione già  < semi - autonoma > , ma anche la stabilità  dell ' intera area . Qualsiasi rigurgito di conflitto nel pià¹ grande Paese africano potrebbe                                 
mezzo_78;MONITOR2017_20;EPHEM;EPHEM;mezzo bagnato ;mezzo;bagnato;debonded;ba-gna-to;3;conv_Vpart;participle_adj;predicative_secundary;material;mimimum_standard;Attenuation;Attenuation_Extension;                           nord , prossima tappa Amantea ! Arrivati nel pomeriggio a Amantea , rimaniamo un paio d ' ore in spiaggia , e poi ancora < mezzi bagnati > siamo andati a Diamante , per il prossimo bagno ! ! ! Ancora non siamo soddisfatti e dopo un paio d ' ore andiamo a cenare a a                       
mezzo_214;CORIS1980_2000;PRACC;PRACCRiviste;mezzo bagnata ;mezzo;bagnato;debonded;ba-gna-to;3;conv_Vpart;participle_adj;predicative;material;mimimum_standard;Attenuation;Attenuation_Extension;"                       , dico quello vero , talmente grigio , sempre incombente , in questo aprile piovoso , che l ' arena del "" Globe "" era sempre < mezza bagnata > e piena di fango , con tutta quella folla accalcata di soldati e marinai e mendicanti che puzzano , perchà© fa già  caldo , ma                         "
semi_153;CORIS1980_2000;NARRAT;NARRATTrRacconti;semibarbaro ;semi;barbaro;bonded;bar-ba-ro;3;simple;adjective;attributive/appositive;social;non-scalar;KinCategorization;KinCategorization;                       fatto la bara di mezzo metro pià¹ lunga . Avevano supposto che lui avrebbe avuto la statura di suo padre , che era un gigante < semibarbaro > . Ma non era stato cosà¬ . L ' unica cosa che aveva ereditato da lui era la barba folta . Una barba azzurra , fitta , che sua                         
mezzo_36;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo biascicare ;mezzo;biascicato;debonded;bia-sci-ca-re;4;conv_Vpart;participle_adj;predicative_secundary;perception;mimimum_standard;Attenuation;Attenuation;                              , come_se avesse paura di dirle . Paulin non ebbe il coraggio di guardarlo in faccia e , tirando dritto , gli rispose < mezzo biascicato > : - - - Lo sono , lo sono . Michele non fu sorpreso da quella risposta perchà© essa era semplicemente la conferma di cià² che                          
semi_197;CORIS1980_2000;PRACC;PRACCVolumi;semiboscosa ;semi;boscosa;bonded;bo-sco-sa;3;suff_N;adjective;attributive/appositive;natural;non-scalar;KinCategorization;KinCategorization;                           sta a indicare come l ' allevamento , in piena epoca classica , rimanesse l ' occupazione fondamentale di questa regione < semiboscosa > , semierbosa , bagnata dall ' acqua , fredda d ' inverno e relativamente piovosa d ' estate . Sta anche a indicare che                               
semi_286;CORIS1980_2000;MISC;MISCDocumenti;semibrado ;semi;brado;bonded;bra-do;2;simple;adjective;attributive/appositive;behaviour;non-scalar;KinCategorization;KinCategorization;                               meccanizzazione agricola . Ben si adatta alle moderne tecniche di allevamento : la stabulazione libera ed il sistema < semibrado > . Grandi aziende sorte negli appennini hanno evidenziato la capacità  di pascolamento in zone difficili ed in                                         
